time,P,Temp,Voltage
1402.69,28.2,41.1955,1.79199
1402.85,29.02,41.3027,1.79199
1403,28.37,41.3027,1.79199
1403.15,28.4,41.3027,1.79199
1403.31,28.63,41.3027,1.79199
1403.46,28.57,41.3027,1.79199
1403.62,27.44,41.3027,1.79199
1403.77,28.71,41.3027,1.79199
1403.93,28.01,41.3027,1.79199
1404.08,28.47,41.3027,1.79199
1404.23,28.66,41.3027,1.79199
1404.39,28.28,41.3027,1.79199
1404.55,28.4,41.3027,1.79199
1404.7,28.17,41.3027,1.79199
1404.85,28.9,41.3027,1.79199
1405.01,29.15,41.3027,1.79199
1405.16,28.73,41.3027,1.79199
1405.32,28.8,41.3027,1.79199
1405.47,27.58,41.3027,1.79199
1405.63,28,41.3027,1.79199
1405.78,28.77,41.1955,1.79199
1405.93,28.31,41.3027,1.79199
1406.09,28.9,41.3027,1.79199
1406.24,28.01,41.3027,1.79199
1406.4,28.22,41.3027,1.79199
1406.55,28.81,41.3027,1.79199
1406.7,28.59,41.3027,1.79199
1406.86,28.52,41.1955,1.79688
1407.01,28.43,41.3027,1.79199
1407.17,29.11,41.1955,1.79199
1407.32,29.09,41.3027,1.79199
1407.48,28.63,41.3027,1.79199
1407.63,27.59,41.4099,1.79199
1407.79,28.22,41.3027,1.79199
1407.94,28.42,41.3027,1.79199
1408.09,29.17,41.3027,1.79199
1408.25,28.83,41.3027,1.79199
1408.4,28.65,41.3027,1.79199
1408.56,28.2,41.1955,1.79199
1408.71,27.75,41.3027,1.79199
1408.87,28.77,41.3027,1.79199
1409.02,28.33,41.3027,1.79199
1409.17,28.94,41.3027,1.79199
1409.33,28.62,41.3027,1.79199
1409.48,28.3,41.1955,1.79199
1409.64,28.29,41.3027,1.79199
1409.79,28.78,41.3027,1.79199
1409.95,28.12,41.1955,1.79199
1410.1,28.3,41.3027,1.79199
1410.25,29.12,41.1955,1.79199
1410.41,28.63,41.1955,1.79199
1410.56,29.04,41.3027,1.79199
1410.72,28.36,41.3027,1.79199
1410.87,28.91,41.3027,1.79199
1411.03,28.81,41.3027,1.79199
1411.18,28.58,41.3027,1.79199
1411.34,28.83,41.3027,1.79199
1411.49,28.5,41.3027,1.79199
1411.64,27.03,41.3027,1.79199
1411.8,28.44,41.3027,1.79199
1411.95,27.94,41.1955,1.79199
1412.11,28.8,41.3027,1.79199
1412.26,28.57,41.1955,1.79199
1412.41,27.79,41.3027,1.79199
1412.57,27.98,41.3027,1.79199
1412.72,27.86,41.1955,1.79199
1412.88,28.38,41.1955,1.79688
1413.03,28.54,41.1955,1.79199
1413.19,28.34,41.1955,1.79199
1413.34,28.59,41.3027,1.79199
1413.49,28.95,41.1955,1.79199
1413.65,29.06,41.3027,1.79199
1413.8,28.85,41.1955,1.79199
1413.96,28.93,41.3027,1.79199
1414.11,28.51,41.1955,1.79199
1414.27,28.9,41.1955,1.79199
1414.42,28.8,41.1955,1.79199
1414.58,28.42,41.1955,1.79199
1414.73,29.04,41.1955,1.79199
1414.88,28.95,41.3027,1.79199
1415.04,27.95,41.3027,1.79199
1415.19,28.78,41.3027,1.79199
1415.35,28.39,41.3027,1.79199
1415.5,28.4,41.1955,1.79199
1415.66,28.49,41.3027,1.79199
1415.81,28.11,41.3027,1.79199
1415.96,28.11,41.3027,1.79199
